account_article_source_id,time_published,time_created
1080989,1440494394,1442323485
1080988,1440578654,1442323485
1080986,1441121783,1442323485
1080984,1441355579,1442323484
1080983,1441372863,1442323484
1080981,1441376287,1442323484
1080979,1441710037,1442323484
1080978,1441721146,1442323484
1080977,1441875495,1442323484
1080975,1442225944,1442323484
1080974,1442227886,1442323484
1080971,1442244984,1442323484
1080972,1442241426,1442323484
1080973,1442238549,1442323484
1080976,1441899421,1442323484
1080980,1441704247,1442323484
1080970,1442319711,1442323484
1080982,1441373663,1442323484
1080985,1441284086,1442323485
1080987,1441121469,1442323485
1088861,1442379024,1442381113
1090274,1442379143,1442391866
1091619,1442396466,1442399020
1125893,1442578798,1442578978
1162115,1442836947,1442838250
1163844,1442848165,1442848952
1164514,1442852213,1442852825
1188143,1443028328,1443029001
1192693,1443070437,1443075790
1212715,1443085123,1443198370
1194829,1443089611,1443090289
1196952,1443104229,1443104756
1209026,1443171934,1443173241
1211007,1443187024,1443187618
1212714,1443197797,1443198370
1261427,1443536861,1443540195
1280265,1443650434,1443651996
1289557,1443721936,1443723874
1295399,1443774840,1443778121
1300246,1443812165,1443813805
1305237,1443886040,1443889426
1305454,1443892403,1443893226
1305453,1443892942,1443893226
1315015,1444028083,1444029701
1316037,1444035710,1444037231
1317217,1444044369,1444044910
1318594,1444051401,1444053641
1322150,1444056094,1444058709
1337516,1444106404,1444109130
1351018,1444211001,1444213536
1351017,1444212636,1444213535
1366193,1444287728,1444289963
1369585,1444308360,1444310748
1372265,1444323859,1444325542
1379611,1444389682,1444390121
1383857,1444401988,1444404500
