account_article_source_id,time_published,time_created
1064733,1442211965,1442212554
1197832,1436521200,1443109594
1091712,1440326760,1442399579
1275692,1432291560,1443633925
1091713,1440323520,1442399579
1092889,1440271080,1442407575
1091741,1439794560,1442399790
1081649,1439646960,1442326600
1044172,1441989843,1441989986
1078616,1439526600,1442308958
1080275,1440948060,1442319995
1031015,1441899364,1441899680
1031813,1441903923,1441904180
1030874,1441893660,1441898835
1030875,1441869840,1441898835
1030877,1441898280,1441898835
1030911,1441897740,1441899046
1030912,1441898460,1441899046
1030976,1441899205,1441899398
1030977,1441899124,1441899399
1030978,1441899122,1441899399
1031013,1441390200,1441899680
1031014,1441899366,1441899680
1031091,1441898640,1441900032
1031086,1441899844,1441900031
1031087,1441899842,1441900032
1031088,1441899608,1441900032
1031089,1441899602,1441900032
1031090,1441899563,1441900032
1031109,1441900082,1441900242
1031187,1441899842,1441900592
1031188,1441899842,1441900592
1031236,1441898460,1441900873
1031238,1441900562,1441900874
1031337,1441900637,1441901225
1031338,1441900239,1441901225
1031426,1441899840,1441901788
1031424,1441901523,1441901788
1031425,1441901522,1441901788
1031560,1441902242,1441902421
1031561,1441902120,1441902421
1031563,1441902002,1441902422
1031564,1441901807,1441902422
1031586,1441902486,1441902633
1031587,1441902484,1441902633
1031588,1441902482,1441902633
1031589,1441902250,1441902633
1031590,1441902249,1441902634
1031591,1441901791,1441902634
1031643,1441902722,1441902982
1031645,1441902297,1441902983
1031686,1441900020,1441903265
1031684,1441902963,1441903265
1031685,1441902962,1441903265
1031732,1441902420,1441903618
1031731,1441903443,1441903618
1031733,1441903212,1441903618
1031734,1441903206,1441903619
1031735,1441903205,1441903619
1031737,1441903202,1441903619
1031768,1441902900,1441903828
1031769,1441903682,1441903829
1031770,1441903449,1441903829
1031771,1441903448,1441903829
1031772,1441903445,1441903829
1031773,1441901680,1441903830
1031811,1441903925,1441904179
1031812,1441903924,1441904180
1031814,1441903743,1441904180
1031847,1441904164,1441904461
1031848,1441904163,1441904461
1031849,1441904162,1441904461
1031911,1441902900,1441904815
1031906,1441904643,1441904813
1031907,1441904642,1441904814
1031908,1441904404,1441904814
1031909,1441904403,1441904814
1031910,1441901340,1441904815
1031912,1441904254,1441904815
1031913,1441904254,1441904815
1031939,1441904888,1441905024
1031940,1441904887,1441905024
1031941,1441904886,1441905025
1031942,1441904885,1441905025
1031943,1441904883,1441905025
1031944,1441902840,1441905025
1031945,1441904644,1441905026
1031990,1441902600,1441905443
1031991,1441904400,1441905444
1032021,1441904040,1441905655
1032020,1441905362,1441905655
1032087,1441905844,1441906008
1032088,1441905842,1441906009
1032089,1441905170,1441906009
1032128,1441900860,1441906219
1032127,1441901220,1441906219
1032125,1441906082,1441906218
1032126,1441905300,1441906219
1032188,1441906323,1441906642
1032189,1441906322,1441906643
1032190,1441904820,1441906643
1032191,1441905952,1441906643
1032192,1441905933,1441906644
1032194,1441905907,1441906644
1032195,1441905907,1441906644
1032218,1441906562,1441906851
1032247,1441907043,1441907204
1032248,1441907042,1441907204
1032250,1441906807,1441907205
1032253,1441906805,1441907205
1032254,1441906805,1441907205
1032258,1441906803,1441907206
1032274,1441907282,1441907484
1032275,1441907044,1441907484
1032334,1441907523,1441907835
1032335,1441907522,1441907835
1032336,1441905026,1441907836
1032362,1441907765,1441908046
1032363,1441907762,1441908046
1032399,1441908242,1441908399
1032400,1441908008,1441908399
1032401,1441908007,1441908399
1032402,1441908005,1441908400
1032403,1441908004,1441908400
1032404,1441908003,1441908400
1032405,1441906689,1441908401
1032436,1441908483,1441908678
1032437,1441908482,1441908679
1032518,1441905060,1441909030
1032515,1441908723,1441909030
1032516,1441908722,1441909030
1032517,1441908522,1441909030
1032519,1441908045,1441909030
1032569,1441909442,1441909592
1032570,1441909267,1441909593
1032571,1441909203,1441909593
1032608,1441905480,1441909875
1032603,1441909687,1441909875
1032605,1441909685,1441909875
1032606,1441909682,1441909875
1032607,1441909444,1441909875
1032651,1441909923,1441910225
1032652,1441909922,1441910225
1032653,1441909764,1441910225
1032654,1441909764,1441910225
1032671,1441910164,1441910436
1032672,1441910162,1441910436
1032714,1441910402,1441910787
1032715,1441910026,1441910787
1032740,1441910882,1441911069
1032789,1441911122,1441911419
1032790,1441910586,1441911419
1032812,1441910700,1441911630
1032853,1441911012,1441912051
1032878,1441912082,1441912262
1032879,1441911300,1441912262
1032940,1441912324,1441912614
1032941,1441912323,1441912614
1032942,1441912038,1441912614
1033017,1441912645,1441913245
1033018,1441912244,1441913245
1033033,1441910460,1441913457
1033032,1441913282,1441913457
1033081,1441913148,1441913808
1033104,1441911420,1441914089
1033156,1441913581,1441914441
1033157,1441913581,1441914442
1033158,1441913458,1441914442
1033208,1441912803,1441915002
1033275,1441914891,1441915636
1033276,1441914891,1441915636
1033277,1441914872,1441915636
1033464,1441917298,1441918024
1033465,1441915940,1441918024
1033541,1441917648,1441918657
1033547,1441903320,1441918867
1033580,1441918668,1441919219
1033642,1441914960,1441919851
1033666,1441918980,1441920062
1033667,1441917060,1441920062
1033696,1441920242,1441920414
1033697,1441919413,1441920414
1033756,1441917900,1441921045
1033835,1441921875,1441922241
1033836,1441921875,1441922241
1033957,1441900020,1441922803
1034073,1441920360,1441923436
1034074,1441922773,1441923436
1034110,1441922236,1441924069
1034150,1441923840,1441924912
1037462,1441946340,1441951588
1037461,1441946940,1441951588
1037460,1441906260,1441951588
1037459,1441947600,1441951588
1037458,1441948140,1441951588
1037456,1441946520,1441951588
1037451,1441949940,1441951587
1037449,1441947000,1441951587
1037446,1441950660,1441951587
1037447,1441950646,1441951587
1037448,1441950646,1441951587
1037450,1441947600,1441951587
1037452,1441949887,1441951588
1037453,1441947600,1441951588
1037454,1441947600,1441951588
1037455,1441949119,1441951588
1037457,1441948485,1441951588
1037463,1441945378,1441951589
1037464,1441947600,1441951589
1037465,1441947600,1441951589
1037466,1441947600,1441951589
1037467,1441947600,1441951590
1037468,1441947600,1441951590
