account_article_source_id,time_published,time_created
1036543,1441944000,1441944266
1036544,1441944000,1441944266
1036545,1441944000,1441944266
1036546,1441944000,1441944267
1055156,1442116800,1442117224
1063685,1442203200,1442203394
1100436,1440785503,1442424299
1120000,1442531323,1442531422
1121562,1442548800,1442549035
1121561,1442548800,1442549035
1145903,1442635200,1442635385
1155702,1442774147,1442774278
1165009,1441425600,1442855863
1165011,1441339200,1442855865
1165012,1441252800,1442855867
1165013,1441219870,1442855867
1227562,1443153600,1443390324
1227575,1443153600,1443390616
1206796,1443153600,1443153973
1216791,1443153600,1443242734
1216792,1442774147,1443242734
1216793,1442635200,1443242734
1216795,1442548800,1443242734
1216796,1442548800,1443242734
1216797,1442531323,1443242734
1216798,1442203200,1443242735
1216799,1442116800,1443242735
1216800,1441944000,1443242735
1216801,1441944000,1443242735
1216802,1441944000,1443242735
1216803,1441944000,1443242735
1216804,1441771200,1443242736
1216805,1441512000,1443242736
1216806,1441512000,1443242736
1216807,1441425600,1443242736
1270172,1443153600,1443611627
1270173,1443153600,1443611629
1275100,1443632264,1443632322
1277502,1443640947,1443641690
1282260,1443672000,1443672136
1282489,1443672000,1443674320
1282491,1443640947,1443674322
1282492,1443632264,1443674325
1282493,1443153600,1443674327
1282494,1443153600,1443674329
1282495,1443153600,1443674332
1282496,1442774147,1443674334
1282497,1442635200,1443674337
1282498,1442548800,1443674342
1282499,1442548800,1443674344
1282500,1442531323,1443674348
1282501,1442203200,1443674350
1282502,1442116800,1443674355
1282503,1441944000,1443674355
1282504,1441944000,1443674355
1282505,1441944000,1443674355
1282506,1441944000,1443674356
1293180,1443758400,1443760308
1293174,1443758400,1443760308
1293175,1443758400,1443760308
1293176,1443758400,1443760308
1293177,1443758400,1443760308
1293178,1443758400,1443760308
1293179,1443758400,1443760308
1302151,1443844800,1443846024
1313840,1444017600,1444018694
1333691,1444017600,1444068979
1333692,1443844800,1444068983
1333693,1443758400,1444068986
1333701,1443758400,1444068988
1333702,1443758400,1444068991
1333703,1443758400,1444068993
1333704,1443758400,1444068995
1333705,1443758400,1444068995
1333706,1443758400,1444068995
1333707,1443672000,1444068996
1333708,1443640947,1444068996
1333709,1443632264,1444068996
1333710,1443153600,1444068996
1333711,1443153600,1444068996
1333712,1443153600,1444068997
1333713,1442774147,1444068997
1333714,1442635200,1444068997
1333715,1442548800,1444068997
1333716,1442548800,1444068997
1333717,1442531323,1444068998
1341277,1444105026,1444135452
1342060,1444105026,1444140525
1342061,1444017600,1444140525
1342062,1443844800,1444140527
1342064,1443758400,1444140529
1342066,1443758400,1444140531
1342067,1443758400,1444140533
1342068,1443758400,1444140535
1342069,1443758400,1444140535
1342070,1443758400,1444140536
1342071,1443758400,1444140536
1342072,1443672000,1444140536
1342073,1443640947,1444140536
1342074,1443632264,1444140536
1364761,1444276800,1444278126
1370860,1444317606,1444317707
1375957,1444363200,1444363543
1379915,1444363200,1444392279
1379936,1444363200,1444392423
1379916,1444363200,1444392279
1375956,1444363200,1444363543
1387815,1444449600,1444449720
1387816,1444449600,1444449720
