account_article_source_id,time_published,time_created
1031646,1441899943,1441902986
1033396,1441912516,1441917255
1036501,1441944000,1441944202
1036494,1441944000,1441944199
1036496,1441944000,1441944200
1036497,1441944000,1441944200
1036498,1441944000,1441944200
1036499,1441944000,1441944200
1036495,1441944000,1441944200
1036500,1441944000,1441944202
1036502,1441944000,1441944203
1036503,1441944000,1441944204
1044771,1441986638,1441993870
1048788,1442030400,1442030593
1048787,1442030400,1442030593
1055206,1442087200,1442117693
1054720,1442096714,1442110401
1055205,1442106200,1442117693
1055099,1442116800,1442117118
1063669,1442203200,1442203362
1063670,1442203200,1442203362
1063671,1442203200,1442203362
1069369,1442239870,1442239970
1070753,1442247341,1442247360
1071175,1442249751,1442249889
1076095,1442289600,1442289725
1083881,1442338286,1442338525
1085916,1442357410,1442357595
1087762,1442357410,1442366717
1098507,1442420593,1442420688
1102322,1442439443,1442439465
1104122,1442462400,1442462420
1119039,1442520372,1442520462
1121533,1442548800,1442548982
1121532,1442548800,1442548982
1121534,1442548800,1442548982
1121535,1442548800,1442548983
1145887,1442635200,1442635305
1145886,1442635200,1442635305
1145888,1442635200,1442635305
1151071,1442721600,1442721654
1155381,1442770918,1442770929
1158124,1442808000,1442808045
1158125,1442808000,1442808045
1230629,1442808000,1443422084
1230630,1442770918,1443422084
1164334,1442851525,1442851659
1229789,1442635200,1443413667
1171443,1442770918,1442920119
1171444,1442249751,1442920119
1229786,1442808000,1443413667
1191755,1443067200,1443067305
1206766,1443153600,1443153899
1206767,1443153600,1443153900
1206768,1443153600,1443153900
1206769,1443153600,1443153901
1215200,1443153600,1443220639
1215201,1443153600,1443220641
1215202,1443153600,1443220643
1215203,1443153600,1443220647
1215204,1443067200,1443220649
1215205,1442851525,1443220653
1215206,1442808000,1443220657
1215207,1442808000,1443220658
1215208,1442770918,1443220658
1215209,1442721600,1443220658
1215210,1442635200,1443220658
1215211,1442635200,1443220658
1215212,1442635200,1443220658
1215213,1442548800,1443220658
1215214,1442548800,1443220659
1215215,1442548800,1443220659
1215216,1442548800,1443220659
1215217,1442520372,1443220659
1215218,1442462400,1443220659
1215219,1442439443,1443220659
1216541,1443240000,1443240089
1216542,1443240000,1443240089
1216543,1443240000,1443240089
1222059,1443307749,1443321768
1222069,1443309481,1443321952
1222411,1443326400,1443326723
1222410,1443326400,1443326723
1230616,1443326400,1443422067
1230631,1442721600,1443422084
1230634,1442635200,1443422085
1230617,1443309481,1443422067
1230618,1443307749,1443422067
1229773,1443326400,1443413660
1229774,1443326400,1443413662
1229775,1443309481,1443413665
1229776,1443307749,1443413665
1229777,1443240000,1443413666
1229778,1443240000,1443413666
1229779,1443240000,1443413666
1229780,1443153600,1443413666
1229781,1443153600,1443413666
1229782,1443153600,1443413666
1229783,1443153600,1443413667
1229784,1443067200,1443413667
1229785,1442851525,1443413667
1229787,1442808000,1443413667
1229788,1442721600,1443413667
1229790,1442635200,1443413667
1229791,1442635200,1443413668
1230615,1443326400,1443422067
1230619,1443240000,1443422069
1230620,1443240000,1443422072
1230621,1443240000,1443422073
1230622,1443153600,1443422076
1230623,1443153600,1443422077
1230624,1443153600,1443422080
1230625,1443153600,1443422082
1230626,1443067200,1443422084
1230627,1442851525,1443422084
1230628,1442808000,1443422084
1230632,1442635200,1443422085
1230633,1442635200,1443422085
1244555,1443468994,1443469032
1251415,1443468994,1443512191
1266639,1443585600,1443585738
1273495,1443627650,1443627751
1282220,1443672000,1443672079
1282221,1443672000,1443672079
1282222,1443672000,1443672079
1302262,1443846437,1443847424
1302263,1443846306,1443847424
1302264,1443846022,1443847424
1302265,1443845757,1443847424
1307549,1443899040,1443935235
1307548,1443899591,1443935234
1307547,1443910134,1443935234
1307239,1443931200,1443933042
1347639,1444190400,1444191486
1361215,1444239489,1444239638
1361527,1444240523,1444242109
1364481,1444276800,1444277353
1364482,1444276800,1444277353
1372831,1444330523,1444330609
1375922,1444363200,1444363489
1387799,1444449600,1444449697
1387800,1444449600,1444449697
1387801,1444449600,1444449697
1388043,1444451675,1444451751
