account_article_source_id,time_published,time_created
1361268,1444239713,1444239719
1148438,1442669335,1442669338
1345473,1444167937,1444167948
1324738,1437681618,1444060369
1262287,1443545533,1443545541
1345472,1444167937,1444167948
1334251,1444074273,1444074277
1043089,1441984695,1441984973
1043036,1441984695,1441984947
1043050,1441984695,1441984950
1043038,1441984695,1441984948
1043059,1441984695,1441984954
1043103,1441984695,1441984978
1043058,1441984695,1441984954
1043040,1441984695,1441984948
1043056,1441984695,1441984953
1043082,1441984695,1441984968
1043048,1441984695,1441984949
1043066,1441984695,1441984958
1043041,1441984695,1441984948
1043099,1441984695,1441984976
1043097,1441984695,1441984976
1043092,1441984695,1441984974
1043100,1441984695,1441984977
1043105,1441894437,1441984979
1043034,1441984695,1441984946
1043117,1441851689,1441984986
1043124,1441845512,1441984989
1043125,1441845245,1441984989
1043109,1441861952,1441984981
1043116,1441852223,1441984985
1043081,1441984695,1441984968
1043127,1441842313,1441984990
1043130,1441836471,1441984993
1043080,1441984695,1441984968
1043098,1441984695,1441984976
1043091,1441984695,1441984974
1061915,1442188070,1442188073
1043096,1441984695,1441984976
1043085,1441984695,1441984970
1048184,1442020649,1442020653
1043039,1441984695,1441984948
1043042,1441984695,1441984948
1043043,1441984695,1441984948
1043044,1441984695,1441984948
1043045,1441984695,1441984948
1043046,1441984695,1441984948
1043035,1441984695,1441984947
1043037,1441984695,1441984948
1043047,1441984695,1441984949
1043049,1441984695,1441984950
1043051,1441984695,1441984950
1043052,1441984695,1441984951
1043053,1441984695,1441984952
1043054,1441984695,1441984952
1043055,1441984695,1441984953
1043057,1441984695,1441984954
1043060,1441984695,1441984954
1043061,1441984695,1441984955
1043062,1441984695,1441984956
1043063,1441984695,1441984956
1043064,1441984695,1441984957
1043065,1441984695,1441984958
1043067,1441984695,1441984958
1043068,1441984695,1441984959
1043069,1441984695,1441984960
1043070,1441984695,1441984960
1043071,1441984695,1441984961
1043072,1441984695,1441984962
1043073,1441984695,1441984963
1043074,1441984695,1441984964
1043075,1441984695,1441984965
1043076,1441984695,1441984966
1043077,1441984695,1441984967
1043078,1441984695,1441984967
1043079,1441984695,1441984968
1043083,1441984695,1441984969
1043084,1441984695,1441984970
1043086,1441984695,1441984971
1043087,1441984695,1441984972
1043088,1441984695,1441984973
1043090,1441984695,1441984974
1043093,1441984695,1441984975
1043094,1441984695,1441984976
1043095,1441984695,1441984976
1043101,1441984695,1441984977
1043102,1441984695,1441984978
1043104,1441897702,1441984979
1043106,1441864675,1441984980
1043107,1441861963,1441984980
1043108,1441861957,1441984981
1043110,1441858709,1441984982
1043111,1441858658,1441984983
1043112,1441858354,1441984983
1043113,1441855243,1441984984
1043114,1441852236,1441984985
1043115,1441852231,1441984985
1043118,1441851506,1441984986
1043119,1441851437,1441984987
1043120,1441849751,1441984987
1043121,1441849327,1441984988
1043122,1441849065,1441984989
1043123,1441848983,1441984989
1043126,1441844121,1441984990
1043128,1441840046,1441984991
1043129,1441836901,1441984993
1043131,1441833510,1441984993
1043132,1441833506,1441984995
1043133,1441833273,1441984995
1043257,1441985656,1441985661
1044033,1441989090,1441989093
1044707,1441993358,1441993364
1044708,1441993358,1441993364
1044706,1441993358,1441993364
1044819,1441994202,1441994209
1044817,1441994202,1441994208
1044818,1441994202,1441994209
1045098,1441996665,1441996671
1045187,1441997576,1441997580
1045281,1441998431,1441998434
1045364,1441999139,1441999144
1045404,1441999560,1441999565
1045781,1442002819,1442002830
1045856,1442003793,1442003800
1045866,1442004012,1442004018
1045867,1442004012,1442004018
1045952,1442004838,1442004845
1045953,1442004838,1442004846
1046025,1442005769,1442005779
1046026,1442005769,1442005779
1046027,1442005769,1442005779
1046076,1442006737,1442006743
1046077,1442006737,1442006743
1046113,1442007187,1442007193
1046115,1442007187,1442007194
1046114,1442007187,1442007194
1046199,1442008090,1442008101
1046200,1442008090,1442008101
1046246,1442008932,1442008936
1046374,1442011348,1442011353
1046417,1442012201,1442012204
1046649,1442014608,1442014613
1047080,1442015519,1442015524
1047081,1442015519,1442015524
1048312,1442023258,1442023264
1048466,1442025932,1442025939
1048465,1442025932,1442025939
1048512,1442026787,1442026789
1048607,1442028397,1442028398
1049065,1442033514,1442033518
1049240,1442035243,1442035248
1049241,1442035243,1442035248
1049242,1442035243,1442035248
1049243,1442035243,1442035248
1049311,1442036167,1442036173
1049312,1442036167,1442036173
1049313,1442036167,1442036173
1055544,1442120931,1442120987
1052136,1442069100,1442069103
1052646,1442075534,1442075538
1052647,1442075534,1442075538
1052761,1442077220,1442077225
1055535,1442120931,1442120986
1052816,1442078126,1442078129
1055530,1442120931,1442120986
1055532,1442120931,1442120986
1055543,1442120931,1442120987
1055531,1442120931,1442120986
1055533,1442120931,1442120986
1055541,1442120931,1442120987
1055542,1442120931,1442120987
1055534,1442120931,1442120986
1055540,1442120931,1442120987
1055539,1442120931,1442120987
1053546,1442086721,1442086725
1053945,1442093660,1442093663
1055537,1442120931,1442120987
1055538,1442120931,1442120987
1054257,1442100613,1442100617
1054258,1442100613,1442100618
1054420,1442104039,1442104041
1054504,1442105726,1442105729
1054806,1442112411,1442112413
1054893,1442114168,1442114170
1054943,1442115085,1442115088
1054992,1442115916,1442115919
1071405,1442251609,1442251614
1055232,1442118400,1442118402
1055339,1442120097,1442120101
1055536,1442120931,1442120987
1055545,1442003666,1442120988
1055546,1442003245,1442120989
1055547,1442001537,1442120989
1055549,1441997477,1442120990
1055551,1441989820,1442120991
1055552,1441989795,1442120991
1060542,1442171703,1442171711
1060543,1442171703,1442171711
1060544,1442171703,1442171711
1060545,1442171703,1442171711
1060722,1442174420,1442174424
1061030,1442178507,1442178509
1061131,1442180045,1442180046
1061184,1442180893,1442180899
1061185,1442180893,1442180899
1061186,1442180893,1442180899
1061343,1442182431,1442182438
1061344,1442182431,1442182438
1061400,1442183459,1442183462
1061423,1442184230,1442184232
1061600,1442187160,1442187164
1062817,1442191359,1442191362
1062859,1442192332,1442192335
1063124,1442196644,1442196646
1063228,1442198320,1442198322
1063318,1442199191,1442199201
1063319,1442199191,1442199201
1063320,1442199191,1442199201
1063449,1442201001,1442201003
1063590,1442202821,1442202823
1063914,1442204496,1442204497
1064120,1442207029,1442207034
1064121,1442014697,1442207035
1070029,1442243186,1442243188
1070336,1442244733,1442244737
1070758,1442247385,1442247388
1070851,1442248032,1442248035
1071086,1442249514,1442249516
1071360,1442251109,1442251111
1071404,1442251609,1442251614
1071741,1442254326,1442254328
1071879,1442255582,1442255586
1071931,1442256082,1442256086
1071932,1442256082,1442256086
1072023,1442256991,1442256996
1072024,1442256991,1442256996
1072025,1442256991,1442256996
1072026,1442256991,1442256996
1072126,1442257806,1442257811
1072488,1442260400,1442260404
1072489,1442260400,1442260404
1073453,1442265438,1442265441
1073517,1442266437,1442266448
1073518,1442266437,1442266448
1073519,1442266437,1442266448
1073864,1442270660,1442270663
1073863,1442270660,1442270663
1073947,1442271702,1442271708
1073997,1442272561,1442272565
1074042,1442273394,1442273401
1074043,1442273394,1442273401
1075332,1442278016,1442278019
1075462,1442279079,1442279082
1075635,1442282356,1442282363
1075675,1442283197,1442283200
1075759,1442284873,1442284880
1075760,1442284873,1442284881
1075797,1442285795,1442285798
1075842,1442286629,1442286631
1075879,1442287400,1442287404
1075880,1442287400,1442287404
1076279,1442290840,1442290845
1076554,1442294206,1442294208
1079705,1442316349,1442316351
1079840,1442317182,1442317185
1079839,1442317182,1442317185
1082583,1442331139,1442331141
1082762,1442331982,1442331984
1082898,1442332826,1442332830
1083091,1442333729,1442333733
1083090,1442333729,1442333733
1118664,1442516486,1442516490
1084071,1442339665,1442339667
1084169,1442340508,1442340511
1084170,1442340508,1442340511
1084266,1442341422,1442341428
1084267,1442341422,1442341428
1084381,1442342255,1442342258
1084470,1442343089,1442343092
1084561,1442343922,1442343926
1084892,1442347242,1442347249
1084977,1442348352,1442348356
1084976,1442348352,1442348356
1085000,1442348482,1442348484
1085071,1442349328,1442349333
1085070,1442349328,1442349333
1085129,1442349972,1442349978
1085168,1442350391,1442350392
1085267,1442350987,1442350990
1085419,1442352211,1442352217
1085513,1442353056,1442353061
1085514,1442353056,1442353062
1085558,1442353972,1442353975
1085770,1442355739,1442355743
1085771,1442355739,1442355743
1085772,1442355739,1442355743
1085868,1442356597,1442356599
1085974,1442358354,1442358359
1085975,1442358354,1442358359
1087374,1442363474,1442363476
1087430,1442364313,1442364317
1087431,1442364313,1442364317
1087712,1442366068,1442366071
1087713,1442366068,1442366071
1087847,1442367949,1442367951
1087895,1442368802,1442368810
1087897,1442368802,1442368810
1087894,1442368802,1442368810
1087896,1442368802,1442368810
1088047,1442370991,1442370993
1088048,1442370991,1442370993
1088094,1442371898,1442371900
1088266,1442374643,1442374645
1088495,1442377378,1442377380
1088586,1442378434,1442378435
1088791,1442380389,1442380392
1092961,1442407956,1442407957
1096125,1442419261,1442419268
1096126,1442419261,1442419268
1099291,1442421861,1442421864
1099292,1442421861,1442421864
1099674,1442422706,1442422722
1099675,1442422706,1442422722
1099676,1442422706,1442422722
1099673,1442422706,1442422722
1100518,1442424426,1442424428
1100918,1442425267,1442425269
1101075,1442426286,1442426289
1101244,1442427752,1442427755
1101316,1442428587,1442428590
1101407,1442429496,1442429499
1101590,1442431306,1442431312
1101588,1442431306,1442431311
1101589,1442431306,1442431312
1101671,1442432138,1442432146
1101670,1442432138,1442432146
1101674,1442432138,1442432146
1101749,1442433051,1442433054
1101830,1442433825,1442433830
1101831,1442433825,1442433830
1101923,1442434657,1442434660
1101976,1442435570,1442435574
1102081,1442436485,1442436489
1102082,1442436485,1442436489
1102281,1442438947,1442438955
1102282,1442438947,1442438955
1102346,1442439776,1442439781
1102345,1442439776,1442439781
1102449,1442440690,1442440694
1102450,1442440690,1442440694
1102695,1442443259,1442443267
1102694,1442443259,1442443267
1102740,1442444163,1442444169
1102741,1442444163,1442444169
1102742,1442444163,1442444169
1102739,1442444163,1442444169
1102743,1442444163,1442444169
1102744,1442444233,1442444235
1102849,1442445840,1442445842
1102922,1442446688,1442446690
1102961,1442447597,1442447599
1103005,1442448441,1442448444
1103065,1442449294,1442449297
1103066,1442449294,1442449298
1103206,1442451885,1442451888
1103407,1442453385,1442453391
1103408,1442453385,1442453391
1103837,1442456713,1442456717
1104007,1442460371,1442460374
1104359,1442464279,1442464281
1104908,1442468776,1442468779
1108507,1442493998,1442493999
1109438,1442499139,1442499141
1109601,1442500041,1442500043
1113607,1442503470,1442503472
1113856,1442503608,1442503610
1115812,1442504877,1442504881
1115814,1442504877,1442504881
1116564,1442505364,1442505367
1117502,1442507889,1442507892
1117665,1442508767,1442508772
1117666,1442508767,1442508772
1117667,1442508767,1442508773
1118287,1442512974,1442512978
1118288,1442512974,1442512978
1118286,1442512974,1442512978
1118364,1442513764,1442513767
1118472,1442514798,1442514800
1118556,1442515717,1442515723
1118558,1442515717,1442515724
1118665,1442516486,1442516490
1118776,1442517319,1442517324
1119057,1442520712,1442520719
1119449,1442525623,1442525635
1119450,1442525623,1442525636
1119451,1442525623,1442525637
1119452,1442525623,1442525638
1119742,1442527607,1442527610
1119743,1442527607,1442527610
1119800,1442528386,1442528387
1119845,1442529291,1442529293
1119895,1442530195,1442530197
1120182,1442534449,1442534451
1120316,1442536130,1442536134
