account_article_source_id,time_published,time_created
1033024,1441913305,1441913307
1034197,1441926086,1441926089
1034198,1441926086,1441926090
1034201,1441926156,1441926158
1034209,1441926297,1441926299
1034216,1441926437,1441926440
1034217,1441926437,1441926441
1034256,1441926789,1441926791
1034263,1441926859,1441926862
1034264,1441926859,1441926863
1034272,1441926999,1441927002
1034273,1441926999,1441927003
1034323,1441927752,1441927761
1034324,1441927752,1441927761
1034325,1441927752,1441927762
1034326,1441927752,1441927763
1034327,1441927752,1441927763
1034328,1441927752,1441927764
1034343,1441928044,1441928045
1046472,1442012943,1442012951
1046473,1442012943,1442012952
1046474,1442012943,1442012952
1046475,1442012943,1442012953
1046476,1442012943,1442012954
1046477,1442012943,1442012954
1046493,1442013304,1442013306
1046521,1442013586,1442013587
1046558,1442014148,1442014158
1046559,1442014148,1442014158
1046561,1442014148,1442014159
1046562,1442014148,1442014159
1046563,1442014148,1442014160
1046564,1442014148,1442014160
1046565,1442014148,1442014161
1046603,1442014298,1442014300
1046626,1442014439,1442014442
1046627,1442014439,1442014443
1046826,1442015001,1442015003
1061443,1442185302,1442185305
1061445,1442185372,1442185375
1061462,1442185442,1442185446
1061463,1442185442,1442185447
1061484,1442185724,1442185726
1061498,1442185934,1442185937
1061500,1442186005,1442186006
1061503,1442186075,1442186078
1061510,1442186146,1442186148
1061534,1442186286,1442186291
1061535,1442186286,1442186292
1061555,1442186708,1442186710
1061607,1442187411,1442187413
1061612,1442187612,1442187614
1061785,1442187963,1442187965
1061927,1442188244,1442188246
1062157,1442188937,1442188940
1073971,1442271921,1442271923
1074018,1442272834,1442272837
1074036,1442273256,1442273258
1074055,1442273467,1442273472
1074056,1442273467,1442273473
1074057,1442273467,1442273473
1074058,1442273467,1442273474
1074144,1442274099,1442274101
1074232,1442274310,1442274312
1074245,1442274380,1442274382
1074255,1442274451,1442274452
1074413,1442274591,1442274593
1074560,1442275013,1442275015
1085955,1442358198,1442358201
1085956,1442358198,1442358201
1085963,1442358268,1442358270
1086028,1442359743,1442359750
1086029,1442359743,1442359750
1086030,1442359743,1442359751
1086031,1442359743,1442359751
1086032,1442359743,1442359752
1086053,1442359814,1442359825
1086054,1442359814,1442359825
1086055,1442359814,1442359826
1086056,1442359814,1442359827
1086057,1442359814,1442359827
1086058,1442359814,1442359828
