account_article_source_id,time_published,time_created
1031057,1441899879,1441899880
1031233,1441900863,1441900863
1031379,1441901425,1441901426
1031420,1441901706,1441901708
1031584,1441902631,1441902631
1031722,1441903565,1441903566
1031842,1441904409,1441904410
1032802,1441911509,1441911510
1032892,1441912352,1441912353
1032914,1441912563,1441912564
1033027,1441913406,1441913407
1033141,1441914320,1441914320
1033312,1441916147,1441916148
1033311,1441916147,1441916148
1033342,1441916428,1441916428
1033446,1441917833,1441917834
1033628,1441919730,1441919731
1033629,1441919730,1441919731
1033675,1441920082,1441920082
1033689,1441920223,1441920224
1033714,1441920644,1441920645
1033790,1441921558,1441921558
1033954,1441922753,1441922753
1034135,1441924581,1441924581
1034333,1441927813,1441927814
1035462,1441931470,1441931470
1035513,1441932312,1441932314
1035764,1441933156,1441933157
1035784,1441933507,1441933508
1035783,1441933507,1441933508
1035900,1441935124,1441935125
1036158,1441940317,1441940317
1036161,1441940387,1441940388
1036180,1441940457,1441940458
1036198,1441940809,1441940810
1039071,1441962038,1441962039
1039535,1441964709,1441964710
1039722,1441965622,1441965624
1042296,1441981859,1441981860
1042644,1441983616,1441983617
1042828,1441984178,1441984179
1043598,1441987272,1441987273
1043782,1441988185,1441988186
1044950,1441995203,1441995204
1044956,1441995345,1441995346
1045050,1441996329,1441996330
1045147,1441997103,1441997104
1045231,1441998016,1441998017
1045322,1441998930,1441998931
1045452,1441999844,1441999846
1045545,1442000749,1442000749
1045648,1442001662,1442001663
1045660,1442001803,1442001804
1045740,1442002507,1442002508
1045784,1442002929,1442002930
1045824,1442003421,1442003422
1045825,1442003421,1442003423
1045889,1442004124,1442004125
1046181,1442007851,1442007851
1046377,1442011367,1442011368
1046382,1442011507,1442011509
1046582,1442014249,1442014249
1047218,1442016006,1442016007
1048114,1442019591,1442019592
1048191,1442021138,1442021140
1048308,1442023177,1442023179
1048511,1442026766,1442026767
1048560,1442027540,1442027541
1048983,1442032468,1442032469
1050611,1442050259,1442050260
1050787,1442052017,1442052018
1051005,1442054126,1442054127
1051132,1442055602,1442055603
1051570,1442061718,1442061719
1052205,1442070018,1442070019
