account_article_source_id,time_published,time_created
1036925,1441947894,1441947905
1042028,1441980396,1441980397
1158228,1442808361,1442808363
1158496,1442811949,1442811951
1170939,1442916369,1442916372
1171369,1442919155,1442919615
1191856,1443067521,1443067522
1282711,1443675938,1443675939
1314069,1444021554,1444021554
1315866,1444035980,1444035980
1339814,1444125986,1444125991
1340401,1444129510,1444129512
1363574,1426552220,1444266402
1363575,1426413673,1444266402
1363576,1426049065,1444266402
1363577,1425878409,1444266402
