account_article_source_id,time_published,time_created
1030937,1441899148,1441899148
1039996,1441967009,1441967010
1038761,1441960344,1441960344
1038900,1441961248,1441961249
1039228,1441962934,1441962934
1039229,1441962934,1441962934
1039294,1441963286,1441963290
1039476,1441964339,1441964339
1039721,1441965604,1441965604
1039876,1441966377,1441966378
1040965,1441973045,1441973045
1040964,1441973045,1441973045
1043179,1441985346,1441985346
1043178,1441985346,1441985346
1049787,1442041312,1442041313
1051583,1442061911,1442061912
1056315,1442034537,1442129490
1056314,1442129489,1442129490
1056875,1442135185,1442135186
1057605,1442141442,1442141443
1059650,1442162388,1442162389
1059651,1442162388,1442162390
1059662,1442162458,1442162459
1065032,1442214828,1442214828
1064796,1442213138,1442213138
1065002,1442214687,1442214688
1065931,1442219818,1442219818
1066067,1442220660,1442220662
1066108,1442221083,1442221083
1066211,1442221434,1442221436
1066649,1442223683,1442223684
1066824,1442224736,1442224737
1068318,1442233411,1442233411
1069165,1442238751,1442238751
1069552,1442240931,1442240932
1070100,1442243672,1442243672
1071807,1442255055,1442255056
1073270,1442263421,1442263421
1077217,1442300393,1442300393
1077709,1442303698,1442303702
1078232,1442306767,1442306768
1078619,1442308981,1442308981
1078684,1442309475,1442309476
1078746,1442309826,1442309826
1080293,1442320086,1442320087
1080347,1442320437,1442320438
1081119,1442324021,1442324021
1081118,1442324021,1442324021
1082265,1442329503,1442329504
1083293,1442334695,1442334695
1089893,1442388871,1442388876
1090175,1442390962,1442390964
1090446,1442392810,1442392811
1092303,1442403701,1442403702
1092812,1442407143,1442407144
1093485,1442410940,1442410942
1093756,1442412488,1442412488
1093760,1442412557,1442412558
1094056,1442413813,1442413815
1102304,1442439206,1442439206
1105822,1442476723,1442476724
1106361,1442480377,1442480377
1106823,1442483085,1442483086
1107129,1442484701,1442484702
1107170,1442484912,1442484914
1107478,1442486668,1442486669
1108982,1442496930,1442496931
1117500,1442507890,1442507890
1109724,1442500785,1442500786
1117501,1442507890,1442507891
1117653,1442508736,1442508738
1123404,1442563864,1442563865
1123413,1442563939,1442563939
1124156,1442568434,1442568434
1125535,1442576802,1442576803
1125635,1442577365,1442577366
1139915,1442600559,1442600559
1147089,1442650812,1442650813
1147738,1442658690,1442658691
1148036,1442662555,1442662556
1151987,1442733421,1442733422
1152068,1442734336,1442734337
1152257,1442736800,1442736800
1152302,1442737292,1442737293
1152392,1442738277,1442738278
1152948,1442745099,1442745100
1158390,1442811110,1442811111
1159162,1442817516,1442817517
1159498,1442820533,1442820534
1160376,1442826447,1442826448
1160595,1442827998,1442827999
1160889,1442830182,1442830183
1161054,1442831165,1442831166
1164184,1442851062,1442851062
1169883,1442908865,1442908865
1170887,1442916115,1442916115
